nan	nan
112.3623564	23.115
110.0804667	23.115
110.0804667	20.27299987
110.0894918	20.2669831
110.106044	20.2669831
110.1135669	20.2654769
110.1225961	20.26096633
110.1210899	20.25344336
110.1165753	20.24592039
110.1271067	20.24140581
110.1481734	20.24140581
110.1617131	20.23989961
110.1737507	20.23989961
110.1767591	20.23989961
110.1857882	20.24742258
110.1933112	20.25344336
110.191805	20.26096633
110.191805	20.27149768
110.2023363	20.27149768
110.2158801	20.26999148
110.2264114	20.2669831
110.2264114	20.27149768
110.2203947	20.27751445
110.2354406	20.27751445
110.2474741	20.27601226
110.2504865	20.26848929
110.2640263	20.26848929
110.2730554	20.26246852
110.2805784	20.24892878
110.2865952	20.25946013
110.2971265	20.26397471
110.3106703	20.26096633
110.32421	20.2654769
110.331733	20.27149768
110.3347414	20.27751445
110.3437705	20.28202903
110.3543019	20.28654362
110.3573103	20.29707497
110.3648332	20.30309174
110.3798792	20.30760632
110.3919167	20.30911252
110.4039543	20.30911252
110.4159918	20.31512929
110.4265232	20.32566064
110.4400629	20.336196
110.4445775	20.34522116
110.4490921	20.35425032
110.456615	20.36026709
110.4671464	20.36478168
110.4671464	20.37381084
110.4686526	20.38434219
110.4761756	20.39337136
110.4867069	20.4054049
110.5002507	20.41142568
110.5077736	20.42195703
110.5167988	20.42346323
110.5243218	20.44001135
110.5258279	20.4535551
110.5303425	20.47160942
110.5303425	20.48364697
110.5213134	20.4986929
110.5152966	20.51223264
110.5122842	20.5212618
110.5077736	20.52727858
110.5017528	20.53028696
110.5002507	20.53931613
110.4972383	20.54984748
110.4897153	20.55586826
110.4806901	20.56639961
110.4746694	20.57392258
110.4626318	20.57392258
110.456615	20.56639961
110.4475859	20.56339122
110.4370545	20.5679018
110.4295316	20.57693096
110.4235148	20.57993935
110.417494	20.57993935
110.4054605	20.57693096
110.4084689	20.58746232
110.4024481	20.5919769
110.3979375	20.60100606
110.3964313	20.61153741
110.3994397	20.61906038
110.3964313	20.62658335
110.3904145	20.62658335
110.3843938	20.63410632
110.3843938	20.64012309
110.3813854	20.64915225
110.3934229	20.64915225
110.3904145	20.6611898
110.378377	20.6611898
110.3693478	20.65516902
110.3693478	20.64463767
110.3663394	20.63560851
110.3573103	20.64313147
110.3452767	20.63560851
110.3377538	20.62959174
110.3272184	20.62507715
110.3227078	20.62959174
110.3272184	20.6371147
110.3287246	20.64614387
110.3272184	20.65667522
110.3272184	20.66269199
110.3272184	20.67021496
110.3212016	20.67623574
110.3151849	20.67021496
110.3151849	20.66419819
110.3031473	20.65817741
110.3001389	20.65216064
110.2896036	20.65216064
110.2820806	20.66419819
110.2911098	20.66871277
110.2971265	20.66419819
110.3031473	20.67172115
110.2956243	20.68225251
110.3061557	20.68826928
110.3151849	20.69429006
110.3302308	20.70181302
110.32421	20.71234438
110.32421	20.72438193
110.3257162	20.7303987
110.3181932	20.73491328
110.3136787	20.72588812
110.3016411	20.72739031
110.3106703	20.73641948
110.3016411	20.74243625
110.2971265	20.7544738
110.3061557	20.74845703
110.3196954	20.74695083
110.3257162	20.74995922
110.3257162	20.76199676
110.3212016	20.7785489
110.3302308	20.78607186
110.331733	20.77252812
110.3362476	20.76049057
110.3437705	20.74845703
110.3437705	20.73641948
110.3482851	20.72588812
110.3527997	20.71685896
110.363331	20.70933599
110.3798792	20.71234438
110.3859	20.72137354
110.3874021	20.73641948
110.3919167	20.74995922
110.3919167	20.76049057
110.3859	20.77252812
110.3874021	20.78155728
110.3753686	20.78155728
110.3753686	20.79810541
110.3663394	20.80864077
110.3618249	20.82218051
110.3437705	20.82970347
110.3362476	20.83271186
110.3257162	20.82970347
110.32421	20.84174102
110.3136787	20.8462556
110.3061557	20.84474941
110.2971265	20.84023483
110.2865952	20.84023483
110.2820806	20.84324321
110.2670347	20.83873264
110.2655325	20.83120967
110.2519887	20.82819728
110.238449	20.83271186
110.245972	20.84324321
110.2354406	20.85377857
110.2158801	20.85377857
110.2053487	20.84926399
110.2143739	20.84023483
110.2068509	20.83120967
110.1978258	20.84474941
110.1903028	20.86280373
110.1767591	20.88236425
110.1662277	20.89891638
110.1632193	20.90944773
110.1662277	20.92449366
110.1617131	20.9380334
110.1647215	20.95609173
110.1692361	20.96963147
110.1692361	20.9846774
110.1782652	21.00423792
110.1887966	21.02229224
110.1933112	21.04034656
110.1978258	21.05238411
110.2008341	21.06291547
110.2068509	21.0779614
110.2098593	21.08699056
110.2098593	21.09451353
110.1948134	21.1035427
110.184282	21.10504489
110.1752569	21.11256785
110.1647215	21.12159702
110.1511818	21.12911998
110.1316212	21.13664295
110.1135669	21.15770566
110.1391442	21.14416592
110.1556963	21.13664295
110.1707423	21.12911998
110.1872904	21.11557624
110.2053487	21.10955947
110.2203947	21.1020365
110.2203947	21.08999895
110.2203947	21.07194463
110.2143739	21.06743005
110.2203947	21.05689869
110.2218969	21.04636734
110.2279176	21.03733818
110.2354406	21.04786953
110.238449	21.05990708
110.2399512	21.06893624
110.245972	21.07495301
110.2489803	21.08097379
110.2565033	21.08849676
110.2745576	21.09451353
110.2896036	21.09752192
110.3076619	21.1035427
110.3227078	21.10955947
110.3332392	21.11256785
110.3377538	21.10805327
110.3482851	21.12159702
